Timestamp,MAC,Temperature,Moisture,Light,Conductivity
2025-04-16 11:38:02,c4:7c:8d:6d:26:c9,25.69,27.21,1444.72,73.8
2025-04-16 11:28:02,c4:7c:8d:6d:26:c9,23.68,27.02,666.24,70.99
2025-04-16 11:18:02,c4:7c:8d:6d:26:c9,26.51,28.05,1335.01,69.69
2025-04-16 11:08:02,c4:7c:8d:6d:26:c9,23.17,25.64,1217.68,73.78
2025-04-16 10:58:02,c4:7c:8d:6d:26:c9,25.98,24.48,1123.98,73.1
2025-04-16 10:48:02,c4:7c:8d:6d:26:c9,26.85,24.95,850.85,77.15
2025-04-16 10:38:02,c4:7c:8d:6d:26:c9,26.46,28.87,880.66,78.79
2025-04-16 10:28:02,c4:7c:8d:6d:26:c9,23.27,24.42,1044.81,81.06
2025-04-16 10:18:02,c4:7c:8d:6d:26:c9,25.59,26.99,549.36,71.25
2025-04-16 10:08:02,c4:7c:8d:6d:26:c9,26.64,29.44,1232.29,74.27
2025-04-16 09:58:02,c4:7c:8d:6d:26:c9,23.48,25.9,837.78,72.18
2025-04-16 09:48:02,c4:7c:8d:6d:26:c9,26.2,28.53,1049.89,75.59
2025-04-16 09:38:02,c4:7c:8d:6d:26:c9,25.94,29.14,1288.36,77.43
2025-04-16 09:28:02,c4:7c:8d:6d:26:c9,24.67,29.73,1128.65,70.75
2025-04-16 09:18:02,c4:7c:8d:6d:26:c9,24.93,25.93,1744.45,74.02
2025-04-16 09:08:02,c4:7c:8d:6d:26:c9,25.64,26.78,567.17,76.39
2025-04-16 08:58:02,c4:7c:8d:6d:26:c9,23.54,29.04,1155.79,78.55
2025-04-16 08:48:02,c4:7c:8d:6d:26:c9,26.74,28.64,1777.89,81.45
2025-04-16 08:38:02,c4:7c:8d:6d:26:c9,26.62,27.22,1059.16,70.75
2025-04-16 08:28:02,c4:7c:8d:6d:26:c9,26.96,28.1,680.5,82.74
2025-04-16 08:18:02,c4:7c:8d:6d:26:c9,24.66,26.1,659.97,77.87
2025-04-16 08:08:02,c4:7c:8d:6d:26:c9,23.83,24.32,1178.17,81.25
2025-04-16 07:58:02,c4:7c:8d:6d:26:c9,25.47,26.25,895.58,73.26
2025-04-16 07:48:02,c4:7c:8d:6d:26:c9,27.33,30.52,1794.37,82.11
2025-04-16 07:38:02,c4:7c:8d:6d:26:c9,26.35,28.8,1546.28,78.39
2025-04-16 07:28:02,c4:7c:8d:6d:26:c9,25.43,26.28,996.25,82.46
2025-04-16 07:18:02,c4:7c:8d:6d:26:c9,23.7,26.16,1510.8,81.73
2025-04-16 07:08:02,c4:7c:8d:6d:26:c9,25.19,25.5,1187.25,75.05
2025-04-16 06:58:02,c4:7c:8d:6d:26:c9,25.48,24.34,1258.55,82.9
2025-04-16 06:48:02,c4:7c:8d:6d:26:c9,27.11,27.96,596.69,82.01
2025-04-16 06:38:02,c4:7c:8d:6d:26:c9,26.66,25.26,1322.1,76.07
2025-04-16 06:28:02,c4:7c:8d:6d:26:c9,27.15,28.49,412.23,71.97
2025-04-16 06:18:02,c4:7c:8d:6d:26:c9,27.3,25.78,1512.93,79.07
2025-04-16 06:08:02,c4:7c:8d:6d:26:c9,24.06,28.47,1466.99,81.16
2025-04-16 05:58:02,c4:7c:8d:6d:26:c9,25.7,29.89,551.09,72.69
2025-04-16 05:48:02,c4:7c:8d:6d:26:c9,25.2,26.94,982.29,77.46
2025-04-16 05:38:02,c4:7c:8d:6d:26:c9,27.32,30.29,547.13,76.05
2025-04-16 05:28:02,c4:7c:8d:6d:26:c9,24.73,27.83,848.38,72.45
2025-04-16 05:18:02,c4:7c:8d:6d:26:c9,24.0,24.61,776.86,75.28
2025-04-16 05:08:02,c4:7c:8d:6d:26:c9,27.7,29.85,596.96,75.11
2025-04-16 04:58:02,c4:7c:8d:6d:26:c9,26.51,26.27,352.48,81.45
2025-04-16 04:48:02,c4:7c:8d:6d:26:c9,25.11,31.03,1115.41,71.02
2025-04-16 04:38:02,c4:7c:8d:6d:26:c9,27.53,27.55,678.85,78.19
2025-04-16 04:28:02,c4:7c:8d:6d:26:c9,26.18,26.34,301.64,73.31
2025-04-16 04:18:02,c4:7c:8d:6d:26:c9,26.68,30.44,200.85,76.07
2025-04-16 04:08:02,c4:7c:8d:6d:26:c9,25.36,29.25,227.09,82.81
2025-04-16 03:58:02,c4:7c:8d:6d:26:c9,23.83,26.26,1243.98,78.64
2025-04-16 03:48:02,c4:7c:8d:6d:26:c9,25.28,26.78,1076.94,73.24
2025-04-16 03:38:02,c4:7c:8d:6d:26:c9,27.12,26.35,571.99,71.42
2025-04-16 03:28:02,c4:7c:8d:6d:26:c9,26.71,27.14,764.88,73.67
2025-04-16 03:18:02,c4:7c:8d:6d:26:c9,24.83,28.86,119.43,73.09
2025-04-16 03:08:02,c4:7c:8d:6d:26:c9,25.83,27.81,749.45,71.23
2025-04-16 02:58:02,c4:7c:8d:6d:26:c9,26.7,25.04,473.23,72.5
2025-04-16 02:48:02,c4:7c:8d:6d:26:c9,27.29,30.68,796.44,74.79
2025-04-16 02:38:02,c4:7c:8d:6d:26:c9,26.74,27.0,50.24,77.42
2025-04-16 02:28:02,c4:7c:8d:6d:26:c9,23.88,26.89,471.99,82.29
2025-04-16 02:18:02,c4:7c:8d:6d:26:c9,25.23,31.36,930.38,78.42
2025-04-16 02:08:02,c4:7c:8d:6d:26:c9,25.58,26.66,-84.32,74.28
2025-04-16 01:58:02,c4:7c:8d:6d:26:c9,27.34,29.97,1102.49,73.43
2025-04-16 01:48:02,c4:7c:8d:6d:26:c9,25.27,31.32,821.37,77.83
2025-04-16 01:38:02,c4:7c:8d:6d:26:c9,26.35,31.5,693.95,76.23
2025-04-16 01:28:02,c4:7c:8d:6d:26:c9,25.24,31.38,1055.66,82.8
2025-04-16 01:18:02,c4:7c:8d:6d:26:c9,23.27,31.07,886.99,71.71
2025-04-16 01:08:02,c4:7c:8d:6d:26:c9,25.25,28.33,331.43,70.82
2025-04-16 00:58:02,c4:7c:8d:6d:26:c9,24.29,29.4,532.35,76.75
2025-04-16 00:48:02,c4:7c:8d:6d:26:c9,26.98,27.08,86.27,71.87
2025-04-16 00:38:02,c4:7c:8d:6d:26:c9,23.42,26.76,1076.5,69.74
2025-04-16 00:28:02,c4:7c:8d:6d:26:c9,24.62,28.44,845.24,77.53
2025-04-16 00:18:02,c4:7c:8d:6d:26:c9,25.23,29.54,1079.0,79.43
2025-04-16 00:08:02,c4:7c:8d:6d:26:c9,24.85,25.58,1288.63,76.53
2025-04-15 23:58:02,c4:7c:8d:6d:26:c9,23.46,27.24,567.92,81.34
2025-04-15 23:48:02,c4:7c:8d:6d:26:c9,24.48,29.51,980.93,73.09
2025-04-15 23:38:02,c4:7c:8d:6d:26:c9,25.25,25.84,908.12,72.38
2025-04-15 23:28:02,c4:7c:8d:6d:26:c9,25.62,26.51,721.72,80.72
2025-04-15 23:18:02,c4:7c:8d:6d:26:c9,24.8,27.9,313.14,71.16
2025-04-15 23:08:02,c4:7c:8d:6d:26:c9,23.1,28.44,811.17,80.22
2025-04-15 22:58:02,c4:7c:8d:6d:26:c9,23.75,29.19,1262.87,76.84
2025-04-15 22:48:02,c4:7c:8d:6d:26:c9,23.26,30.79,384.12,72.51
2025-04-15 22:38:02,c4:7c:8d:6d:26:c9,22.97,25.33,978.06,71.53
2025-04-15 22:28:02,c4:7c:8d:6d:26:c9,25.22,27.2,1526.77,79.91
2025-04-15 22:18:02,c4:7c:8d:6d:26:c9,23.07,28.45,539.34,70.19
2025-04-15 22:08:02,c4:7c:8d:6d:26:c9,26.55,27.68,1636.13,77.07
2025-04-15 21:58:02,c4:7c:8d:6d:26:c9,24.31,31.2,1168.34,79.63
2025-04-15 21:48:02,c4:7c:8d:6d:26:c9,24.34,30.13,1055.99,77.77
2025-04-15 21:38:02,c4:7c:8d:6d:26:c9,26.04,29.27,1382.12,69.41
2025-04-15 21:28:02,c4:7c:8d:6d:26:c9,25.3,29.36,1594.0,73.93
2025-04-15 21:18:02,c4:7c:8d:6d:26:c9,22.66,28.19,1541.93,67.73
2025-04-15 21:08:02,c4:7c:8d:6d:26:c9,22.4,29.93,1252.6,66.85
2025-04-15 20:58:02,c4:7c:8d:6d:26:c9,22.7,27.86,669.99,74.7
2025-04-15 20:48:02,c4:7c:8d:6d:26:c9,22.37,31.48,1460.62,68.28
2025-04-15 20:38:02,c4:7c:8d:6d:26:c9,22.7,29.71,1006.69,74.68
2025-04-15 20:28:02,c4:7c:8d:6d:26:c9,26.17,27.08,1212.33,67.27
2025-04-15 20:18:02,c4:7c:8d:6d:26:c9,25.01,26.88,1319.06,72.77
2025-04-15 20:08:02,c4:7c:8d:6d:26:c9,25.29,29.24,988.73,73.04
2025-04-15 19:58:02,c4:7c:8d:6d:26:c9,22.92,25.62,1750.52,67.36
2025-04-15 19:48:02,c4:7c:8d:6d:26:c9,24.31,26.08,1479.47,73.35
2025-04-15 19:38:02,c4:7c:8d:6d:26:c9,24.36,29.72,1132.78,69.16
2025-04-15 19:28:02,c4:7c:8d:6d:26:c9,23.15,28.02,1133.57,75.85
2025-04-15 19:18:02,c4:7c:8d:6d:26:c9,24.91,25.21,1339.43,72.88
2025-04-15 19:08:02,c4:7c:8d:6d:26:c9,22.4,28.87,1174.07,75.42
2025-04-15 18:58:02,c4:7c:8d:6d:26:c9,22.17,26.62,939.57,69.85
2025-04-15 18:48:02,c4:7c:8d:6d:26:c9,23.99,25.56,918.71,67.26
2025-04-15 18:38:02,c4:7c:8d:6d:26:c9,23.04,24.78,818.24,66.75
2025-04-15 18:28:02,c4:7c:8d:6d:26:c9,23.69,29.41,1354.81,78.61
2025-04-15 18:18:02,c4:7c:8d:6d:26:c9,24.57,29.77,1572.11,73.46
2025-04-15 18:08:02,c4:7c:8d:6d:26:c9,23.8,25.11,517.27,76.37
2025-04-15 17:58:02,c4:7c:8d:6d:26:c9,24.32,26.63,678.01,70.5
2025-04-15 17:48:02,c4:7c:8d:6d:26:c9,25.44,24.6,1273.49,76.04
2025-04-15 17:38:02,c4:7c:8d:6d:26:c9,22.94,25.18,362.3,69.57
2025-04-15 17:28:02,c4:7c:8d:6d:26:c9,22.65,28.36,636.98,68.72
2025-04-15 17:18:02,c4:7c:8d:6d:26:c9,25.66,30.18,517.1,74.21
2025-04-15 17:08:02,c4:7c:8d:6d:26:c9,22.99,29.52,264.44,73.51
2025-04-15 16:58:02,c4:7c:8d:6d:26:c9,24.58,27.67,374.02,66.97
2025-04-15 16:48:02,c4:7c:8d:6d:26:c9,23.12,24.52,933.56,76.36
2025-04-15 16:38:02,c4:7c:8d:6d:26:c9,24.98,27.96,846.76,73.45
2025-04-15 16:28:02,c4:7c:8d:6d:26:c9,22.19,29.22,332.71,66.84
2025-04-15 16:18:02,c4:7c:8d:6d:26:c9,23.13,26.6,715.42,70.6
2025-04-15 16:08:02,c4:7c:8d:6d:26:c9,24.44,26.07,20.1,76.05
2025-04-15 15:58:02,c4:7c:8d:6d:26:c9,26.05,29.98,775.25,75.05
2025-04-15 15:48:02,c4:7c:8d:6d:26:c9,23.86,30.48,1183.83,78.46
2025-04-15 15:38:02,c4:7c:8d:6d:26:c9,24.63,28.34,938.21,76.13
2025-04-15 15:28:02,c4:7c:8d:6d:26:c9,23.49,24.96,907.05,75.56
2025-04-15 15:18:02,c4:7c:8d:6d:26:c9,22.46,26.62,14.39,76.61
2025-04-15 15:08:02,c4:7c:8d:6d:26:c9,25.98,27.11,837.01,70.69
2025-04-15 14:58:02,c4:7c:8d:6d:26:c9,26.18,27.52,912.53,70.2
2025-04-15 14:48:02,c4:7c:8d:6d:26:c9,22.84,30.24,-45.85,72.96
2025-04-15 14:38:02,c4:7c:8d:6d:26:c9,24.4,24.61,693.88,75.08
2025-04-15 14:28:02,c4:7c:8d:6d:26:c9,25.72,25.8,720.01,73.84
2025-04-15 14:18:02,c4:7c:8d:6d:26:c9,26.31,30.4,399.4,69.63
2025-04-15 14:08:02,c4:7c:8d:6d:26:c9,24.52,28.81,864.32,77.66
2025-04-15 13:58:02,c4:7c:8d:6d:26:c9,25.73,27.09,451.03,71.25
2025-04-15 13:48:02,c4:7c:8d:6d:26:c9,23.91,29.47,171.53,73.99
2025-04-15 13:38:02,c4:7c:8d:6d:26:c9,24.45,27.72,591.72,72.94
2025-04-15 13:28:02,c4:7c:8d:6d:26:c9,22.78,29.05,197.31,75.27
2025-04-15 13:18:02,c4:7c:8d:6d:26:c9,26.13,26.13,952.03,69.29
2025-04-15 13:08:02,c4:7c:8d:6d:26:c9,24.23,26.76,1029.86,77.67
2025-04-15 12:58:02,c4:7c:8d:6d:26:c9,25.18,24.48,298.2,79.77
2025-04-15 12:48:02,c4:7c:8d:6d:26:c9,23.4,26.97,64.17,79.32
2025-04-15 12:38:02,c4:7c:8d:6d:26:c9,24.49,28.16,107.63,72.74
2025-04-15 12:28:02,c4:7c:8d:6d:26:c9,22.82,24.94,283.94,69.83
2025-04-15 12:18:02,c4:7c:8d:6d:26:c9,25.59,27.43,1137.63,78.68
2025-04-15 12:08:02,c4:7c:8d:6d:26:c9,23.17,28.92,371.49,77.13
2025-04-15 11:58:02,c4:7c:8d:6d:26:c9,26.43,28.83,1334.2,77.26
2025-04-15 11:48:02,c4:7c:8d:6d:26:c9,26.73,24.78,532.25,80.63
2025-04-15 11:38:02,c4:7c:8d:6d:26:c9,25.36,24.11,719.82,81.33
2025-04-15 11:28:02,c4:7c:8d:6d:26:c9,23.16,27.19,849.97,74.14
2025-04-15 11:18:02,c4:7c:8d:6d:26:c9,24.66,25.03,988.65,75.2
2025-04-15 11:08:02,c4:7c:8d:6d:26:c9,24.69,27.73,1141.89,71.77
2025-04-15 10:58:02,c4:7c:8d:6d:26:c9,24.88,23.27,518.78,72.92
2025-04-15 10:48:02,c4:7c:8d:6d:26:c9,25.68,28.95,560.58,81.39
2025-04-15 10:38:02,c4:7c:8d:6d:26:c9,26.18,23.43,641.9,71.42
2025-04-15 10:28:02,c4:7c:8d:6d:26:c9,23.22,26.62,626.52,81.79
2025-04-15 10:18:02,c4:7c:8d:6d:26:c9,27.03,24.1,456.44,72.9
2025-04-15 10:08:02,c4:7c:8d:6d:26:c9,23.56,26.9,1269.22,69.54
2025-04-15 09:58:02,c4:7c:8d:6d:26:c9,27.2,29.19,1719.51,79.05
2025-04-15 09:48:02,c4:7c:8d:6d:26:c9,25.47,27.7,1255.19,79.73
2025-04-15 09:38:02,c4:7c:8d:6d:26:c9,25.42,26.96,1616.08,78.67
2025-04-15 09:28:02,c4:7c:8d:6d:26:c9,23.9,28.75,1511.5,70.57
2025-04-15 09:18:02,c4:7c:8d:6d:26:c9,24.39,27.98,815.69,77.9
2025-04-15 09:08:02,c4:7c:8d:6d:26:c9,24.34,25.44,1296.99,80.65
2025-04-15 08:58:02,c4:7c:8d:6d:26:c9,23.79,23.33,1697.35,78.16
2025-04-15 08:48:02,c4:7c:8d:6d:26:c9,27.4,23.41,1274.16,77.79
2025-04-15 08:38:02,c4:7c:8d:6d:26:c9,25.31,26.56,1018.26,75.13
2025-04-15 08:28:02,c4:7c:8d:6d:26:c9,25.91,26.56,1675.27,73.75
2025-04-15 08:18:02,c4:7c:8d:6d:26:c9,24.07,26.93,1046.31,77.57
2025-04-15 08:08:02,c4:7c:8d:6d:26:c9,27.05,26.02,887.92,77.1
2025-04-15 07:58:02,c4:7c:8d:6d:26:c9,26.89,25.54,696.12,80.67
2025-04-15 07:48:02,c4:7c:8d:6d:26:c9,26.09,24.0,1169.78,73.23
2025-04-15 07:38:02,c4:7c:8d:6d:26:c9,26.22,24.57,743.39,82.27
2025-04-15 07:28:02,c4:7c:8d:6d:26:c9,27.31,27.84,1049.64,76.99
2025-04-15 07:18:02,c4:7c:8d:6d:26:c9,25.06,26.28,750.91,82.15
2025-04-15 07:08:02,c4:7c:8d:6d:26:c9,23.75,25.69,1160.41,76.06
2025-04-15 06:58:02,c4:7c:8d:6d:26:c9,24.76,22.62,994.62,80.31
2025-04-15 06:48:02,c4:7c:8d:6d:26:c9,27.38,24.66,1594.08,82.28
2025-04-15 06:38:02,c4:7c:8d:6d:26:c9,27.03,23.4,1012.9,71.06
2025-04-15 06:28:02,c4:7c:8d:6d:26:c9,24.72,26.22,883.34,72.66
2025-04-15 06:18:02,c4:7c:8d:6d:26:c9,24.17,23.03,1137.24,73.92
2025-04-15 06:08:02,c4:7c:8d:6d:26:c9,26.99,24.46,1439.95,81.03
2025-04-15 05:58:02,c4:7c:8d:6d:26:c9,27.21,22.58,533.54,82.93
2025-04-15 05:48:02,c4:7c:8d:6d:26:c9,27.48,28.61,1504.92,79.51
2025-04-15 05:38:02,c4:7c:8d:6d:26:c9,25.51,28.55,334.41,72.54
2025-04-15 05:28:02,c4:7c:8d:6d:26:c9,26.27,25.97,370.29,83.38
2025-04-15 05:18:02,c4:7c:8d:6d:26:c9,26.52,28.23,1056.2,82.38
2025-04-15 05:08:02,c4:7c:8d:6d:26:c9,27.55,28.58,725.63,76.89
2025-04-15 04:58:02,c4:7c:8d:6d:26:c9,24.88,27.68,213.82,78.01
2025-04-15 04:48:02,c4:7c:8d:6d:26:c9,26.22,24.33,1352.14,78.98
2025-04-15 04:38:02,c4:7c:8d:6d:26:c9,24.87,24.69,574.66,74.39
2025-04-15 04:28:02,c4:7c:8d:6d:26:c9,27.27,24.23,213.0,71.77
2025-04-15 04:18:02,c4:7c:8d:6d:26:c9,25.6,23.46,321.34,71.35
2025-04-15 04:08:02,c4:7c:8d:6d:26:c9,26.93,26.09,214.12,82.39
2025-04-15 03:58:02,c4:7c:8d:6d:26:c9,27.62,25.45,801.62,74.78
2025-04-15 03:48:02,c4:7c:8d:6d:26:c9,26.76,22.72,10.33,80.57
2025-04-15 03:38:02,c4:7c:8d:6d:26:c9,24.8,26.18,25.79,83.17
2025-04-15 03:28:02,c4:7c:8d:6d:26:c9,26.34,22.08,26.95,73.97
2025-04-15 03:18:02,c4:7c:8d:6d:26:c9,25.31,26.0,265.45,78.93
2025-04-15 03:08:02,c4:7c:8d:6d:26:c9,25.33,27.06,290.48,83.44
2025-04-15 02:58:02,c4:7c:8d:6d:26:c9,27.42,27.15,234.81,75.27
2025-04-15 02:48:02,c4:7c:8d:6d:26:c9,26.27,25.42,72.22,75.54
2025-04-15 02:38:02,c4:7c:8d:6d:26:c9,27.04,22.44,907.0,70.49
2025-04-15 02:28:02,c4:7c:8d:6d:26:c9,24.37,23.73,482.61,74.5
2025-04-15 02:18:02,c4:7c:8d:6d:26:c9,24.76,26.3,830.32,80.11
2025-04-15 02:08:02,c4:7c:8d:6d:26:c9,24.51,24.0,579.53,74.22
2025-04-15 01:58:02,c4:7c:8d:6d:26:c9,25.92,22.39,1085.77,75.47
2025-04-15 01:48:02,c4:7c:8d:6d:26:c9,25.62,27.81,165.36,70.67
2025-04-15 01:38:02,c4:7c:8d:6d:26:c9,26.29,23.56,609.28,76.2
2025-04-15 01:28:02,c4:7c:8d:6d:26:c9,25.59,26.83,1221.5,71.1
2025-04-15 01:18:02,c4:7c:8d:6d:26:c9,26.62,27.23,1015.84,82.58
2025-04-15 01:08:02,c4:7c:8d:6d:26:c9,25.27,25.0,1105.37,77.21
2025-04-15 00:58:02,c4:7c:8d:6d:26:c9,26.78,24.21,136.88,73.29
2025-04-15 00:48:02,c4:7c:8d:6d:26:c9,26.99,23.2,880.14,74.92
2025-04-15 00:38:02,c4:7c:8d:6d:26:c9,23.52,23.26,729.3,75.15
2025-04-15 00:28:02,c4:7c:8d:6d:26:c9,26.22,28.3,348.56,81.95
2025-04-15 00:18:02,c4:7c:8d:6d:26:c9,26.08,27.15,735.45,68.99
2025-04-15 00:08:02,c4:7c:8d:6d:26:c9,23.51,24.86,873.36,70.66
2025-04-14 23:58:02,c4:7c:8d:6d:26:c9,23.79,28.2,983.47,79.24
2025-04-14 23:48:02,c4:7c:8d:6d:26:c9,24.37,22.57,291.06,77.66
2025-04-14 23:38:02,c4:7c:8d:6d:26:c9,23.24,26.87,1439.36,73.23
2025-04-14 23:28:02,c4:7c:8d:6d:26:c9,23.48,25.97,1091.82,78.86
2025-04-14 23:18:02,c4:7c:8d:6d:26:c9,25.24,24.2,1470.18,80.93
2025-04-14 23:08:02,c4:7c:8d:6d:26:c9,26.08,22.54,1369.83,69.39
2025-04-14 22:58:02,c4:7c:8d:6d:26:c9,22.98,26.87,473.24,72.4
2025-04-14 22:48:02,c4:7c:8d:6d:26:c9,24.42,24.86,1049.23,74.26
2025-04-14 22:38:02,c4:7c:8d:6d:26:c9,25.04,26.51,1001.38,74.31
2025-04-14 22:28:02,c4:7c:8d:6d:26:c9,25.62,25.64,1170.22,74.37
2025-04-14 22:18:02,c4:7c:8d:6d:26:c9,25.3,25.22,996.36,67.87
2025-04-14 22:08:02,c4:7c:8d:6d:26:c9,25.71,25.82,794.61,76.93
2025-04-14 21:58:02,c4:7c:8d:6d:26:c9,25.42,26.11,1030.95,67.82
2025-04-14 21:48:02,c4:7c:8d:6d:26:c9,26.08,24.51,1050.11,69.1
2025-04-14 21:38:02,c4:7c:8d:6d:26:c9,25.56,26.67,1460.33,67.54
2025-04-14 21:28:02,c4:7c:8d:6d:26:c9,24.42,23.41,1429.89,73.99
2025-04-14 21:18:02,c4:7c:8d:6d:26:c9,24.11,22.46,868.79,74.03
2025-04-14 21:08:02,c4:7c:8d:6d:26:c9,23.41,22.22,809.26,78.21
2025-04-14 20:58:02,c4:7c:8d:6d:26:c9,23.52,25.13,1419.65,69.7
2025-04-14 20:48:02,c4:7c:8d:6d:26:c9,23.32,22.12,961.56,79.68
2025-04-14 20:38:02,c4:7c:8d:6d:26:c9,22.42,25.36,1423.44,73.58
2025-04-14 20:28:02,c4:7c:8d:6d:26:c9,25.27,24.48,1257.73,66.62
2025-04-14 20:18:02,c4:7c:8d:6d:26:c9,23.16,22.14,1713.25,72.11
2025-04-14 20:08:02,c4:7c:8d:6d:26:c9,24.3,27.93,1818.66,68.67
2025-04-14 19:58:02,c4:7c:8d:6d:26:c9,25.52,24.82,1019.5,75.39
2025-04-14 19:48:02,c4:7c:8d:6d:26:c9,26.05,23.38,629.69,73.41
2025-04-14 19:38:02,c4:7c:8d:6d:26:c9,26.06,23.97,938.34,73.93
2025-04-14 19:28:02,c4:7c:8d:6d:26:c9,22.5,22.8,1376.52,72.51
2025-04-14 19:18:02,c4:7c:8d:6d:26:c9,22.61,22.03,1271.23,74.27
2025-04-14 19:08:02,c4:7c:8d:6d:26:c9,25.13,24.68,1541.47,75.16
2025-04-14 18:58:02,c4:7c:8d:6d:26:c9,25.37,28.56,1454.96,78.09
2025-04-14 18:48:02,c4:7c:8d:6d:26:c9,24.58,23.8,670.93,72.94
2025-04-14 18:38:02,c4:7c:8d:6d:26:c9,23.9,27.49,943.6,73.95
2025-04-14 18:28:02,c4:7c:8d:6d:26:c9,24.48,25.82,709.79,69.75
2025-04-14 18:18:02,c4:7c:8d:6d:26:c9,23.71,24.73,1447.81,70.64
2025-04-14 18:08:02,c4:7c:8d:6d:26:c9,23.62,23.19,889.01,74.36
2025-04-14 17:58:02,c4:7c:8d:6d:26:c9,24.33,25.67,846.3,73.83
2025-04-14 17:48:02,c4:7c:8d:6d:26:c9,23.27,27.26,1222.72,74.16
2025-04-14 17:38:02,c4:7c:8d:6d:26:c9,22.12,25.0,1277.44,68.65
2025-04-14 17:28:02,c4:7c:8d:6d:26:c9,24.63,25.63,472.93,69.09
2025-04-14 17:18:02,c4:7c:8d:6d:26:c9,23.27,26.77,304.56,75.52
2025-04-14 17:08:02,c4:7c:8d:6d:26:c9,23.57,27.63,963.44,73.73
2025-04-14 16:58:02,c4:7c:8d:6d:26:c9,22.14,22.68,1159.4,73.58
2025-04-14 16:48:02,c4:7c:8d:6d:26:c9,22.48,22.87,1084.2,69.52
2025-04-14 16:38:02,c4:7c:8d:6d:26:c9,23.9,25.5,338.58,67.91
2025-04-14 16:28:02,c4:7c:8d:6d:26:c9,22.54,28.65,503.77,69.34
2025-04-14 16:18:02,c4:7c:8d:6d:26:c9,25.51,24.43,84.32,73.82
2025-04-14 16:08:02,c4:7c:8d:6d:26:c9,25.96,27.75,1013.27,71.07
